,boycott_uid_set,like_boycotters_uid_set
0114,1926;5511;1802;4888;2072;27;3356;5794;5795;1699;549;1446;4136;424;3885;1586;307;4921;1211;5948;3521;195;2244;2373;5451;2764;5069;81;2002;5329;3292;5469;2526;4448;1378;1635;1896;1643;5100;2030;1134;112;5999,1026;3842;6020;2185;3210;3596;5625;1425;3474;2841;4634;1698;3490;2340;5413;1062;1191;1835;3635;5300;4021;4277;3646;3394;3651;4418;710;839;1224;4298;2251;5582;1117;97;3045;2793;1258;2293;5749;504;3833;2941;5759
0115,3140;2308;4298;139;1132;1746;858;764,2145;4484;1221;4904;4201;5000;2510;567
0116,4737;4994;645;266;3466;4236;3853;5007;1940;3864;4888;3738;5275;413;2852;1702;2726;4518;5290;5291;5165;1330;307;5427;3257;4925;1343;5056;451;2117;2118;4811;3790;5582;5072;2003;4052;5469;5343;2914;3177;233;2155;1131;3835;5375,1670;2694;5768;3596;2574;2831;4752;3604;2201;4634;3356;2593;2082;2339;420;2849;5542;1959;4904;682;4273;1971;3251;184;953;446;3902;5952;4801;2243;2510;4817;1363;91;989;2145;2401;101;3173;231;5862;4589;4595;2809;1021
0117,2689;1410;3587;257;6020;2694;5255;2697;5770;5003;6027;3468;5257;3474;5907;661;2970;3356;926;3872;928;5794;1315;288;1062;5671;4136;5545;2726;4135;1198;1586;307;1972;1718;1591;5560;4027;2240;1856;1986;5058;452;1349;5446;3781;4172;5069;5454;4047;4050;4697;4187;2139;3296;97;4195;5862;231;5736;2922;1259;1131;3306;875;4080;3699;4595;2293;2678;635;5372;1021,7;5768;649;3210;3339;2828;3596;4623;5499;2324;2964;5141;2583;4634;412;1949;1437;4895;2593;4131;5157;1446;1830;2983;682;5427;953;3002;2363;2683;3772;3902;1343;5948;65;2369;451;3522;4801;5582;2384;5200;979;4179;5973;2648;2137;346;3036;3039;3835;1378;5221;1256;3560;1258;2155;3688;1005;494;4584;5102;5484;5873;5994;372;2420;5997;2423;3704;2171;4093;2943
0118,3074;3204;4484;3845;5768;5513;3596;6032;3864;3356;413;3872;2339;4904;1707;5291;2477;307;953;4925;446;3902;322;451;2372;5451;4815;3025;2259;4697;1881;4187;3036;2139;3039;3810;5986;1378;3560;494;4084;760;4218;764;5630,2691;1670;5255;3210;4374;3226;4634;1569;2593;1315;2849;4772;809;5545;5165;1071;5679;1586;567;5048;5952;4801;5313;1863;5582;4817;210;470;97;2145;101;2535;1131;4588;1134;5103;372;2293;4086;3832;3706;3835;3452;1021;2942
0119,3456;2691;2694;4885;3864;538;1949;2974;5025;5670;1702;2732;567;957;3902;1349;4686;3534;5072;4050;215;863;3937;3809;609;101;3815;3688;2922;3820;5487;496;372;894,3210;5003;2201;4634;1437;288;2983;4904;3497;5671;3501;1071;1080;316;1856;4801;451;3912;3920;4179;2903;5593;97;5862;105;5994;4461;4589;4337;884;3061;374;4982;1278
0120,5768;5769;3596;1170;3864;543;928;161;2593;1315;1186;1062;1191;5930;1586;5180;1983;5058;4418;2764;5582;2901;3930;1378;2547;4470;3704;1021;4734,3718;2185;3474;3356;412;1699;2340;549;4904;4780;2094;183;3769;953;5434;5948;3390;4298;5841;5589;4694;97;4708;5221;3688;1643;5103;1268;5758
0121,3073;2691;3207;5003;4633;1437;288;4131;2468;5670;5671;4904;682;5679;567;953;2363;4668;3902;4801;4674;5958;4686;3151;2510;4176;5973;5593;3688;4968;2155;5487;4595;2420;3064;3324,1410;2694;661;790;4374;536;926;2337;1702;3889;5560;2875;1856;577;5696;1349;1481;4944;4050;4179;215;346;5984;3937;101;5862;5736;2922;1259;1771;1518;5104;5873;372;121
0122,5600;5056;583;5255;233;4298;3853;2259;1396;884;2968;1111;3032;953;4595;4507;764;447,5504;1345;4357;4518;3560;5000;1835;2750;3979;2510;4206;1746;4050;3095;3769;1885;413;5343
0123,4032;5504;5100;3476;5142;3032;4634;1021,4448;2593;2756;1285;1062;4904;1134;1018
0124,161;1698;998;806;2124;1746;3539;1717;2293;5082;2781,5184;1699;4457;2507;3499;5938;5300;5749;408;1274;187
0125,2593;2340;2155;46;1528;1692;3231,1856;4801;3559;4904;3889;372;4093
0126,3590;3592;3081;4107;2572;2583;2593;5156;1586;53;4686;4687;81;594;1113;3688;1131;3697;3699;3192;2683;130;2178;2691;5255;5770;3226;682;2733;2738;2232;1727;4801;4806;716;1753;2781;3813;2790;5862;3306;239;5363;1268;3317;2293;1790;1802;270;3864;3356;4898;1315;2859;811;2866;5948;3902;3403;5484;1901;5489;2933;3452;4484;2438;5512;2957;3474;1947;412;1949;413;5537;419;3501;1972;437;953;957;1983;4034;451;5064;4050;979;3044;5094;5100;5102;5103;1021;4094,3596;5645;1551;2064;17;4118;1569;4649;1071;5679;3635;4659;1591;1595;2124;2656;3684;4204;1134;4207;2171;2176;2185;4748;661;3228;669;161;4772;5801;170;2731;5805;5300;1724;714;2766;1746;2259;5847;3810;5858;3304;3819;4333;4337;3834;1275;4363;4375;1306;3874;3365;295;4904;300;303;1842;307;5427;4406;829;5446;1863;3400;330;3916;3412;346;4959;4470;6011;2942;4994;1926;5000;1940;1437;928;2468;2483;4032;5056;5582;1498;3036;2526;5598;5097;4084;5626;5629;5630
0127,3592;5000;4748;3474;4507;1697;4645;1062;4904;5033;937;1835;2860;184;4411;2750;1983;5447;2631;1481;583;2003;3286;5847;3032;5343;97;2145;3560;2157;4086;6013,5504;4484;5384;3979;3597;3858;18;3864;408;1306;2593;307;953;5704;4809;4298;2124;5841;1494;343;346;989;2148;233;5483;1645;4206;884;1530;379;764
0128,2944;2689;4107;3095;4507;3101;1697;4518;4904;1834;1835;44;953;3002;4411;3390;5701;583;5707;2124;5841;1746;5847;3032;985;346;1241;5090;3688;1132;4206;4595;764,5504;2691;4484;5255;3080;3592;4363;4748;3597;5008;5396;162;937;2091;1586;4659;951;3769;58;1347;840;1224;4298;4050;2259;5845;1885;5343;2145;5483;623;4086;3704
0129,1536;3073;3074;5132;2070;1569;4129;2593;1062;5166;567;4154;5690;3136;3649;2113;66;2118;4172;4177;4179;4187;91;5212;4701;3167;3684;3686;5735;4204;1134;1649;3699;2163;5757;3711;2689;1670;138;3210;4755;1180;1692;3744;3238;682;186;1217;4801;1732;3781;4297;5839;4817;1746;3287;3296;3809;2790;5862;233;234;3306;2287;764;257;5384;2313;3858;288;2852;5936;307;4405;3902;1856;1349;1863;5962;4943;3930;1378;5484;3437;5489;372;2942;3978;2957;1940;2970;1437;1953;1959;2477;3502;946;1972;2488;953;447;5579;4044;5582;5591;4063;5095;2543;4086;1018;5629,5130;3596;5137;4634;2080;5671;4649;5165;1586;1591;4667;577;582;1098;81;594;597;4189;2657;101;3688;1131;2159;5743;626;4723;5753;2171;5756;2691;5255;5768;661;3221;2726;1192;2729;3755;1718;2243;4293;714;4815;2259;5343;4320;3810;4324;3813;2791;3305;5363;2293;1271;2297;3322;3835;1275;768;3852;2831;784;3344;2838;3356;3872;4900;3365;4904;5427;1847;5945;4925;3912;4424;1371;2922;875;3947;5499;3452;1917;6013;4994;4484;3461;4495;5528;932;1446;4518;5542;437;446;5056;2497;451;452;4039;5066;1488;3036;3558;3560;5609;4589;5102;3059;4595;5115;1021
0130,3456;2689;389;1157;3461;2697;2957;5645;4495;2201;538;4634;1437;1949;5534;288;2849;5284;2726;5670;1702;2729;4904;1071;5936;5427;1972;5560;3135;1856;5696;4545;452;2505;2510;81;4179;5460;5973;86;5593;346;3036;5218;2788;2276;5862;101;4461;5102;4337;761;374;121;5499;894,3073;130;2694;3207;5255;5003;6031;1940;661;790;4374;3864;283;4772;682;1198;4143;690;307;567;568;953;4536;2363;2875;4027;3902;4801;451;1349;206;4175;2770;4050;5984;609;2401;1765;3560;3688;2922;1131;1259;3306;1518;3820;496;3697;4595;372;884;4982;3835;3452;1021
0131,2307;5255;2056;2185;3210;138;3596;5517;3474;4373;3226;1437;2974;2593;5423;2609;307;1718;5942;5434;5948;829;3902;4801;577;3267;5446;4681;2764;2259;2901;725;5208;346;5596;5597;97;4327;3304;3688;5739;5103;2163;4084;374;3704;3835;5629;2814;2943,4994;2691;2693;4489;1802;3978;2828;4874;5645;274;5653;2070;3864;4888;4634;5913;928;2465;1699;1062;1446;2726;4904;1966;3889;953;1863;840;4815;81;210;4177;4179;4947;3158;5335;5085;2526;3684;5862;3815;1258;1643;1134;2414;4207;5102;3322;1021;1790
0132,1026;6020;1926;5511;3210;3596;1425;2841;27;3356;3490;2340;5413;549;424;1835;3885;3635;5300;4021;307;4921;5948;3646;3521;4418;3394;3651;2244;839;2251;5069;5582;81;5469;4448;97;1635;1643;1134;3833;2941;5759,3842;2185;1802;3474;2072;4888;4634;1698;1699;5794;5795;1062;1191;1446;4136;1586;4277;1211;195;2373;710;1224;4298;5451;2764;5329;2002;3292;1117;2526;1378;3045;1896;2793;1258;5100;2030;5999;112;2293;5749;504;5625
0133,4484;1221;4298;139;2510;1746;567;764,2145;2308;3140;4904;4201;5000;1132;858
0134,645;2694;3853;2574;3604;1940;3864;3738;5275;4634;3356;2849;1702;1959;2726;682;5291;1330;1971;5427;3251;184;953;4925;1343;5952;4801;5056;2117;4811;5582;3790;1363;4052;91;5469;989;2401;2914;231;233;3177;2155;4595;3835;5375,4737;4994;1670;5768;266;3466;3596;4236;2831;4752;5007;4888;2201;413;2593;2082;2339;420;2852;4518;5542;4904;5290;5165;4273;307;3257;446;3902;451;2243;2118;2510;5072;4817;2003;5343;2145;101;3173;5862;1131;4589;2809;1021
0135,2689;3587;6020;2694;5255;5768;5257;5770;5003;3596;649;3210;6027;2324;5141;661;2964;2970;4634;3356;1949;4895;288;5794;1446;1830;5545;307;5427;5560;953;4027;3772;1343;2240;1856;3522;5058;452;1349;451;1986;3781;5069;5582;5973;2137;4187;3036;3039;3296;97;1378;4195;231;3560;2922;1259;5484;5994;494;1258;4080;2155;4595;372;2420;2678;2423;3704;5499;5372;1021,257;1410;7;2697;3339;2828;3468;4623;3474;5907;2583;412;1437;926;928;2593;3872;1315;4131;5157;1062;2726;2983;4135;682;2171;4136;5671;1198;1586;1972;1718;1591;3002;2363;2683;5948;3902;65;2369;4801;5446;4172;5454;4047;2384;5200;4050;979;4179;2648;4697;346;2139;3835;5221;5862;1256;3688;3306;875;1131;1005;4584;5102;5736;5873;5997;3699;2293;635;4093;2943
0136,3204;1670;5255;5768;3210;3226;1569;2849;4904;5545;5291;1707;2477;307;567;5048;4925;446;322;1863;5582;4815;3025;2942;2259;470;1881;3036;2145;97;3810;5986;2535;1131;4588;1134;5103;372;4086;760;4218;3835;764;1021;5630,3074;2691;4484;3845;5513;3596;6032;4374;3864;4634;3356;413;3872;2593;1315;2339;4772;809;5165;1071;5679;1586;953;3902;5952;4801;5313;451;2372;5451;4817;210;4697;2139;4187;3039;1378;101;3560;494;4084;2293;3832;3706;3452
0137,3456;5003;4885;3864;2201;1949;2974;288;5025;2983;5671;2732;3501;316;3902;1856;4801;3912;4179;215;5593;3937;609;3809;101;5862;105;5994;4461;496;4337;884;3061;4982,2691;2694;3210;894;538;4634;1437;1702;5670;4904;3497;1071;567;1080;957;451;1349;3534;4686;3920;5072;4050;2903;863;97;3815;3688;2922;3820;4589;5487;372;374;1278
0138,3718;5769;3596;1170;3356;412;543;161;2593;1315;1699;549;1062;2340;5930;5434;5180;5948;1983;4298;5841;2901;4694;3930;4708;5103;1268;4470;1021,5768;2185;3474;3864;928;1186;1191;4904;5758;4780;2094;1586;183;3769;953;3390;4418;5058;2764;5582;5589;97;1378;5221;3688;1643;2547;3704;4734
0139,2691;2694;661;536;4633;926;288;4131;2468;5679;567;2363;3902;5696;1856;577;4801;1349;1481;4944;4050;5973;5593;346;5984;101;4968;5736;2155;1771;1259;1518;5487;2420;121;3324,3073;1410;3207;5003;790;4374;1437;2337;1702;5670;4904;5671;682;3889;5560;953;2875;4668;4674;5958;2510;3151;4176;4686;4179;215;3937;5862;3688;2922;5104;5873;4595;372;3064
0140,5600;5504;4357;4518;583;233;4298;1835;2510;4050;1396;884;3032;1111;2968;764;2750;5343,5056;1345;5255;3560;5000;3979;1885;3853;4206;1746;2259;3769;4595;3095;953;4507;413;447
0141,4032;4448;2593;1285;1062;5100;3032;4634,5504;2756;4904;1134;3476;5142;1018;1021
0142,5184;161;998;2507;3499;2124;5938;1717;408;5082;187,1698;1699;806;4457;1746;3539;5300;2293;5749;1274;2781
0143,2593;4801;46;372;1528;1692;3231,1856;2340;3559;4904;2155;3889;4093
0144,3590;4107;2572;5645;2064;2583;2593;4649;5679;1586;3635;1595;2124;4686;4687;594;1134;4207;3697;2171;130;5770;669;170;2733;5805;2738;1727;4801;1746;5847;1753;3810;3813;2790;3304;239;5363;3317;1275;1790;4363;3864;1306;4898;3874;4904;2859;300;811;303;1842;5427;307;2866;330;3412;346;4959;1901;5489;2933;6011;2942;4994;4484;1926;5000;5512;2957;3474;1437;928;419;2468;3501;2483;957;1983;4032;5056;4034;451;5064;4050;979;3044;5094;5102;5103;4084;5629;4094,3592;3081;3596;1551;17;4118;1569;5156;1071;4659;53;1591;81;1113;2656;3684;3688;1131;4204;3699;3192;2683;2176;2178;2691;5255;2185;4748;661;3226;3228;161;4772;5801;682;2731;5300;2232;1724;4806;714;716;2766;2259;2781;5858;5862;3306;3819;4333;4337;1268;2293;3834;1802;270;4375;3356;1315;3365;295;4406;5948;829;3902;5446;1863;3400;3403;3916;5484;4470;3452;2438;1940;1947;412;413;1949;5537;1972;437;953;5582;1498;3036;2526;5598;5097;5100;5626;1021;5630
0145,5384;3592;4748;3597;3474;1306;4507;1697;1062;937;1835;2860;953;4411;2750;583;4809;4298;2124;5841;1494;343;989;2145;2148;3560;5483;1645;4206;884;1530;379,5504;4484;5000;3979;18;3858;408;3864;2593;4645;4904;5033;307;184;1983;2631;5447;1481;5704;2003;3286;5847;3032;346;5343;97;233;2157;4086;764;6013
0146,2944;2689;4484;5255;3080;4363;4107;3597;5008;3095;3101;1697;1834;4659;3769;3002;4411;3390;1224;5845;5847;3032;1241;346;1885;5343;2145;5090;3688;1132;623;4595;4086,5504;2691;3592;4748;5396;4507;162;4518;4904;937;1835;44;2091;1586;951;953;58;1347;5701;583;840;4298;5707;2124;5841;1746;2259;4050;985;5483;4206;3704;764
0147,3073;5132;3596;5137;2070;2593;1062;4649;5165;1591;582;2118;1098;4172;81;4179;4189;4701;2657;3684;101;5735;4204;1134;2159;1649;4723;3699;2163;2171;3711;2691;5255;5768;3210;4755;3221;1192;1718;186;1217;714;5839;5343;3296;4324;2790;2791;3305;3306;2287;1271;2297;764;768;257;3852;2831;784;2838;3356;288;3365;4904;4405;5945;4925;3902;1856;1349;1863;4424;3912;4943;3930;1378;2922;3947;372;6013;2942;3978;5528;1437;1953;932;1446;5542;1959;946;437;2488;953;447;5056;452;4039;5066;5579;4044;3036;4063;5095;3560;5609;4589;2543;4595;1018;5115;1021,1536;3074;5130;4634;2080;1569;4129;5671;5166;1586;567;4154;4667;5690;3136;577;66;2113;3649;4177;594;597;91;4187;5212;3167;3686;3688;1131;5743;626;5753;5756;5757;2689;1670;138;661;1180;1692;3744;2726;3238;2729;682;3755;4801;2243;1732;3781;4293;4297;4815;4817;1746;2259;3287;4320;3809;3810;3813;5862;233;234;5363;2293;3322;3835;1275;5384;2313;3344;3858;3872;2852;4900;5936;307;5427;1847;5962;1371;875;5484;3437;5489;5499;3452;1917;4994;4484;3461;2957;4495;1940;2970;4518;2477;3502;1972;446;2497;451;5582;1488;5591;3558;5102;3059;4086;5629
0148,3456;3073;130;1157;5255;5003;2957;5645;4495;6031;790;4374;3864;2201;538;4634;1949;5534;5284;1702;4904;1071;5936;5427;5560;953;4536;5696;4801;4545;452;206;4175;2510;4050;2770;5973;5593;346;5984;2401;101;5862;1765;3560;3688;3306;1259;1518;4337;3697;372;884;4982;761;5499,2689;389;2694;3207;3461;2697;1940;661;283;1437;288;2849;4772;2726;5670;2729;682;1198;4143;690;307;1972;567;568;2363;2875;4027;3902;3135;1856;451;1349;2505;81;4179;5460;86;3036;609;5218;2276;2788;2922;1131;3820;4461;5102;496;4595;374;121;3835;3452;1021;894
0149,2056;4489;3210;3978;2828;5645;1802;3474;4373;5913;3226;4634;1437;1446;2726;4904;1966;5423;953;5434;829;3902;577;4801;3267;840;4681;4815;81;210;4179;2259;2901;5335;5208;5597;2526;97;5862;3815;1258;2414;4207;5102;4084;3704;3322;3835;1021;1790,4994;2307;2691;2693;5255;2185;138;4874;3596;5517;274;5653;2070;3864;4888;2974;928;2465;2593;1699;1062;2609;3889;307;1718;5942;5948;5446;1863;2764;4177;4947;725;3158;346;5596;5085;3684;4327;3304;3688;1643;5739;1134;5103;2163;374;5629;2814;2943
0150,3842;1926;5511;3596;1698;3490;5794;1699;1062;1191;424;1835;3635;307;4021;4277;1211;3521;3394;195;4418;710;839;1224;2251;2764;81;2002;5329;3833;1117;97;1378;3045;1896;2793;1258;2030;5999;112;5749;2293;5625,1026;6020;2185;1802;3210;1425;3474;2072;2841;4634;27;3356;4888;5795;2340;549;1446;5413;4136;3885;1586;5300;4921;5948;3646;3651;2244;2373;4298;5451;5069;5582;3292;5469;2526;4448;1635;1643;5100;1134;504;2941;5759
0151,2145;1221;5000;4904;4201;1132;567;764,2308;3140;4484;4298;139;2510;1746;858
0152,645;2694;1670;266;4236;3596;3853;5007;2831;3604;3864;4888;3356;413;2849;2082;2339;2852;420;5542;2726;4904;682;4273;1971;307;184;3902;1343;5952;5056;2243;451;2117;4811;2003;1363;989;2145;2914;101;231;233;4595;3835;5375,4737;4994;5768;3466;2574;4752;1940;2201;3738;4634;5275;2593;1702;1959;4518;5290;5291;5165;1330;3251;5427;3257;953;4925;446;4801;2118;2510;3790;5072;4817;5582;4052;91;5469;5343;2401;3173;5862;3177;1131;2155;4589;2809;1021
0153,2689;257;3587;5255;5768;5257;3339;5499;2324;5907;2583;4584;2970;1437;926;4895;288;928;1315;5157;2726;4135;5545;682;2171;1198;1256;1586;307;1972;5427;1718;5560;4027;3772;5948;3902;2240;2369;4801;452;5446;4172;5069;5582;5454;2384;5200;4050;5994;2648;2137;346;3036;3835;97;1378;3560;635;3306;875;5484;1259;5997;2155;494;5102;2922;3699;4595;2420;2683;5372,1410;6020;2694;7;649;2697;3210;2828;3468;3596;4623;5003;5770;3474;6027;2964;661;5141;4634;412;1949;3356;3872;2593;5794;4131;1062;1446;1830;2983;4136;5671;1591;953;3002;2363;1343;1856;65;1986;451;3522;1349;3781;5058;4047;979;4179;5973;4697;2139;4187;3039;3296;4195;5221;5862;231;3688;5736;1258;1131;1005;4080;4093;5873;372;2293;2678;2423;3704;1021;2943
0154,3074;4484;3845;3204;5255;1670;764;3210;3596;6032;3356;2339;4772;4904;809;5291;1707;5165;1071;567;3902;5952;5313;322;451;1863;5451;4815;1881;2139;3036;3039;5986;3810;1378;2535;3560;1131;1134;5103;372;4084;2293;3832;3452,2691;5768;5513;4374;3864;3226;4634;413;3872;1569;2593;1315;2849;5630;5545;2477;5679;1586;307;5048;953;4925;446;4801;2372;5582;3025;210;2259;4817;470;4697;4187;97;2145;101;4218;4588;494;4086;760;3706;3835;1021;2942
0155,3456;5003;3864;4634;1437;2974;1702;2983;5670;3497;5671;3501;1080;3902;4801;3912;3534;4686;4050;4179;2903;3937;101;5862;3815;2922;3820;4461;496;4337;372;3061;884;374,2691;2694;3210;894;4885;2201;538;1949;288;5025;4904;2732;1071;567;316;957;1856;451;1349;3920;5072;215;5593;863;97;609;3809;3688;105;5994;4589;5487;4982;1278
0156,3718;2185;3596;3474;3864;1186;1315;2340;549;1191;5930;4780;2094;183;953;5180;5058;4298;2764;5582;5589;4694;1378;4708;5103;2547;1268;4470;3704,5768;5769;1170;3356;412;543;928;161;2593;1699;1062;4904;5758;1586;3769;5434;5948;3390;1983;4418;5841;2901;3930;97;5221;3688;1643;1021;4734
0157,3073;1410;2694;3207;5003;661;790;1437;2337;4131;2468;5670;1702;4904;682;5679;567;5560;1856;5696;1349;5958;4944;4050;5973;5984;3937;3688;4968;2155;1259;1518;5487;5873;372;121,2691;4374;536;4633;926;288;5671;3889;953;2875;2363;4668;3902;577;4674;4801;1481;2510;3151;4176;4686;4179;215;5593;346;101;5862;5736;2922;1771;5104;4595;2420;3064;3324
0158,5600;5504;4357;4518;583;5000;233;1835;4206;2510;1746;1396;884;1111;3095;3769;764;1885,5056;1345;5343;5255;3560;4298;3979;3853;4050;2259;4595;3032;2968;953;4507;413;2750;447
0159,5504;2593;1062;1134;3476;5142;3032;4634,4032;4448;2756;1285;4904;5100;1018;1021
0160,161;1698;1699;806;2507;1746;3539;5300;1717;5749;5082,5184;998;4457;3499;2124;5938;2293;408;1274;187;2781
0161,1856;2593;2155;46;3889;1692;4093,4801;2340;3559;4904;372;1528;3231
0162,3590;3596;5645;1551;2064;1021;4118;3635;4659;53;1595;4686;81;594;3688;4207;3699;2178;2691;5255;669;2731;5805;2738;2232;1724;1727;4801;714;1746;2781;5858;5862;2790;3306;4333;4337;3834;1275;1790;1802;270;3864;1306;3356;3874;1315;4898;3365;4904;2859;303;1842;5427;5948;829;1863;3403;3916;3412;4959;5484;5489;2933;4470;6011;3452;1926;5000;2957;1940;1949;928;5537;2468;3501;2483;437;1983;5056;4032;5064;4050;979;1498;5598;2526;3044;5094;5100;4084;5626;5629,3592;3081;4107;2572;17;2583;1569;2593;5156;4649;1071;5679;1586;1591;2124;4687;1113;2656;3684;1131;4204;1134;3697;3192;2683;2171;2176;130;2185;5770;4748;661;3226;3228;161;4772;5630;5801;170;682;2733;5300;4806;716;2766;2259;5847;1753;3810;3813;3304;3819;239;5363;1268;2293;3317;4363;4375;295;811;300;2866;307;4406;3902;5446;3400;330;346;1901;2942;4994;4484;2438;5512;3474;1947;412;413;1437;419;1972;953;957;4034;451;5582;3036;5097;5102;5103;4094
0163,5504;5000;3592;3979;4748;18;2593;4645;1062;4904;937;5033;1835;2860;953;2750;1983;5447;5704;4809;4298;5841;1494;3032;97;2145;2148;5483;2157;4206;1530;6013,4484;5384;3597;3474;3858;408;3864;1306;4507;1697;307;184;4411;583;2631;1481;2124;2003;3286;343;5847;346;989;5343;3560;233;1645;884;4086;379;764
0164,2944;2691;4748;3597;5008;3095;3101;162;4904;1586;4659;951;3002;58;4411;3390;1347;840;1224;4298;2124;5841;2259;3032;346;5090;3688;5483;4206;623;4595;4086;3704,5504;2689;4484;5255;3080;3592;4107;4363;5396;4507;1697;4518;937;1834;1835;44;2091;3769;953;5701;583;5707;1746;4050;5845;5847;1241;985;1885;5343;2145;1132;764
0165,1536;3073;3074;5130;3596;5132;5137;1021;4634;2080;4129;2593;5671;4649;567;4667;3136;3649;4172;4177;4179;4187;5212;4189;3167;2657;3686;5735;3688;1131;4204;1134;2159;626;4723;5757;2689;2691;5768;4755;661;3221;1180;1692;3744;1718;1217;1732;4293;714;4815;3287;5343;3809;3810;4324;3813;3305;3306;234;233;2293;3322;1275;764;768;5384;2313;3344;784;3858;2838;3872;288;3365;307;4405;4925;1856;1349;3930;2922;3947;5484;372;5499;3452;2942;4994;3461;1940;2970;4518;1959;946;437;2488;953;447;2497;5579;5582;1488;3558;5095;4589;5102;3059;1018;5115;5629,2070;1569;1062;5165;5166;1586;1591;4154;5690;577;66;2113;582;2118;1098;81;594;597;91;4701;3684;101;5743;1649;2163;3699;5753;2171;5756;3711;1670;5255;138;3210;2726;3238;1192;2729;682;3755;186;4801;2243;3781;4297;5839;4817;1746;2259;3296;4320;2790;2791;5862;2287;5363;1271;2297;3835;257;3852;2831;3356;2852;4900;4904;5936;5427;1847;5945;3902;1863;3912;4424;5962;4943;1371;1378;875;3437;5489;1917;6013;4484;3978;2957;4495;5528;1437;1953;932;1446;5542;2477;3502;1972;446;5056;451;452;4039;5066;4044;5591;3036;4063;3560;5609;2543;4595;4086
0166,3073;3461;1157;5255;389;5003;3864;2201;4634;538;1437;288;2849;4772;5284;5670;2726;4904;1198;4143;307;1972;4536;4027;2363;3135;1856;4545;4801;451;2510;4175;5973;86;5593;3036;5218;2276;101;5862;3688;3306;1131;3820;4461;1518;5102;3697;4595;884;374;4982;761;5499;3452;1021,3456;2689;130;2694;3207;2697;2957;5645;4495;6031;1940;661;790;4374;283;1949;5534;1702;2729;682;1071;5936;690;5427;567;568;953;5560;2875;3902;5696;452;1349;2505;206;81;2770;4050;4179;5460;346;5984;609;2401;2788;1765;3560;2922;1259;496;4337;372;121;3835;894
0167,2691;2693;2056;2185;4874;4489;2828;5645;3596;3474;5653;4373;4888;5913;4634;1699;1446;4904;1966;3889;5942;3902;577;5446;840;4177;210;2259;81;725;3158;5335;5208;346;5596;5085;2526;5862;4327;3304;1258;5739;2414;4207;5103;1134;3322;3835;1021;1790,4994;2307;5255;138;1802;3210;3978;5517;274;2070;3864;3226;1437;2974;928;2465;2593;1062;2726;5423;2609;307;1718;953;5434;5948;829;4801;3267;1863;4681;2764;4815;4179;4947;2901;5597;97;3684;3815;3688;1643;5102;2163;4084;374;3704;5629;2814;2943
0168,1026;1926;2185;3596;3474;4888;2841;1698;5794;3490;5413;1191;424;307;5300;4277;4021;4921;5948;3646;4418;195;2244;2373;710;839;1224;5451;2251;5069;81;5329;1117;5469;4448;3045;2793;1258;5100;2030;5999;1134;3833,3842;6020;5511;1802;3210;1425;2072;4634;27;3356;1699;2340;549;1062;1446;4136;5795;1835;3885;1586;3635;1211;3521;3394;3651;4298;2764;5582;2002;3292;2526;97;1378;1635;1896;1643;112;2293;5749;504;5625;2941;5759
0169,2308;1221;3140;4298;139;1132;2510;1746,2145;4484;4904;4201;5000;567;858;764
0170,4994;645;2694;3466;4236;5007;2831;4752;3604;1940;2201;3738;5275;2593;2849;2082;2726;4518;1959;5165;307;3257;4925;446;3902;5952;5056;1343;451;2243;2117;4811;5582;4817;1363;91;989;5469;5343;2401;2145;3173;4595;2809;3835;5375,4737;1670;5768;266;3596;3853;2574;3864;4888;4634;3356;413;2339;420;2852;1702;5542;4904;682;5290;5291;4273;1330;1971;3251;5427;184;953;4801;2118;2510;3790;5072;2003;4052;2914;101;5862;231;233;3177;1131;2155;4589;1021
0171,2689;257;3587;6020;2694;5768;5770;3210;2828;6027;5003;5907;5499;5141;4634;2970;412;926;3872;288;5794;1315;2726;2983;4136;1062;5545;2171;1830;307;5427;1972;1718;1591;5560;2683;2363;3772;4027;1343;5948;2369;1986;451;3781;1349;4172;5069;5454;5582;5200;4179;2648;2137;3296;1378;4195;5221;5862;5736;1258;1131;875;5484;5102;2922;4080;1259;3306;4595;3699;3704;635,1410;7;5255;649;2697;3339;3468;3596;5257;4623;3474;2324;661;2964;2583;3356;1437;1949;4895;928;2593;4131;5157;1446;4135;5671;682;1198;1586;953;3002;3902;1856;65;2240;3522;452;4801;5058;5446;4047;2384;4050;979;5973;4697;346;2139;3036;4187;3039;97;231;1256;3560;3688;2155;4584;1005;494;5994;5997;4093;5873;372;2293;2420;2423;2678;3835;5372;1021;2943
0172,3074;4484;3845;5768;5513;3210;3596;6032;4374;3226;413;3872;2849;5630;5545;2477;5679;567;446;3902;5952;5313;2372;5582;4815;4817;3025;2259;210;470;3452;4187;3036;2139;3039;2145;3810;101;1131;5103;4086;3832;3706;764;2942,2691;3204;1670;5255;3864;4634;3356;1569;2593;1315;2339;4772;4904;809;1707;5291;5165;1071;1586;307;5048;953;4925;4801;322;451;1863;5451;1881;4697;97;1378;5986;2535;3560;4588;494;1134;372;2293;4084;760;4218;3835;1021
