,boycott_uid_set,like_boycotters_uid_set
0114,3842;6020;1802;3210;3474;2841;3356;1698;2340;549;1062;1446;4136;3885;1586;3635;307;4277;5948;3394;3651;2244;4418;710;839;1224;4298;2251;5451;5069;5582;81;5329;5469;1117;97;1896;2793;1258;1643;1134;2293;5759,1026;1926;5511;2185;3596;5625;1425;2072;4888;4634;27;3490;1699;5794;5413;5795;1191;424;1835;5300;4021;4921;1211;3646;3521;195;2373;2764;2002;3292;2526;4448;1378;1635;3045;5100;2030;5999;112;5749;504;3833;2941
0115,4484;2308;5000;4298;2510;567;858;764,2145;3140;1221;4904;4201;139;1132;1746
0116,4737;2694;5768;3466;3596;2831;4752;4888;3864;4634;3356;413;2339;4518;5542;4904;1959;5290;682;5165;1330;307;184;953;4925;446;1343;5952;2243;2510;3790;5072;2003;4052;91;5343;2145;2914;101;3173;231;233;2155;4589;3835;1021,4994;645;1670;266;4236;3853;2574;5007;1940;3604;2201;3738;5275;2593;2082;2849;420;2852;1702;2726;5291;4273;1971;3251;5427;3257;3902;5056;4801;451;2117;2118;4811;5582;4817;1363;989;5469;2401;5862;3177;1131;4595;2809;5375
0117,1410;3587;6020;2694;7;5768;649;5770;6027;2828;3596;3468;3474;5499;2964;661;5907;412;1949;1437;2593;5794;4131;5157;2726;1062;4135;5545;682;2171;1446;1586;5427;307;1718;5560;953;3002;4027;5948;4801;1986;2369;451;3781;4172;5069;4047;979;4179;5973;2648;2137;4697;3036;3039;5221;5862;231;1256;3688;3306;4584;5484;3560;2155;3699;372;4595;2420;2423;3835;5372,257;2689;5255;2697;3210;3339;5003;5257;4623;2324;5141;2583;2970;4634;3356;926;4895;288;928;3872;1315;1830;2983;4136;5671;1198;1972;1591;2363;2683;3772;3902;1343;1856;65;2240;3522;452;1349;5058;5446;5454;5582;2384;5200;4050;5994;346;2139;4187;5997;3296;97;1378;4195;5736;1258;875;1131;1005;494;1259;2922;4080;4093;5102;5873;2293;2678;3704;635;1021;2943
0118,3074;4484;3204;3845;5255;5768;5513;6032;3864;413;1569;2593;1315;4772;2339;809;5545;5291;5679;307;5048;953;3902;4801;322;4815;4817;3025;470;2139;97;5986;2535;3560;1131;4588;494;5103;1134;372;2293;3706;3835;764;1021,2691;1670;3210;3596;4374;3226;4634;3356;3872;2849;5630;4904;1707;2477;5165;1071;1586;567;4925;446;5952;5313;451;2372;1863;5451;5582;3832;210;2259;1881;4697;4187;3036;3039;2145;1378;3810;101;4084;4086;760;4218;3452;2942
0119,3456;2691;2694;5003;1437;2974;1949;288;5025;5671;4904;3497;3501;1071;567;1080;3902;1856;451;3912;3534;3920;215;863;609;3937;5862;3815;105;5994;3820;4461;374;1278,3210;4885;3864;2201;538;4634;1702;2983;5670;2732;316;957;4801;1349;4686;5072;4050;4179;2903;5593;97;3809;101;3688;2922;4589;5487;496;4337;372;884;3061;4982;894
0120,2185;1170;3864;543;1186;1315;1699;1062;4904;4780;2094;183;3769;5948;5180;3390;1983;4418;5058;4298;2764;5582;2901;3930;4708;5103;1268;3704;5758,3718;5768;5769;3596;3474;3356;412;928;161;2593;2340;549;1191;5930;1586;953;5434;5841;5589;4694;97;1378;5221;3688;1643;2547;4470;1021;4734
0121,1410;2691;2694;5003;661;4374;1437;926;288;2337;5670;5671;4904;2363;4668;3902;1856;577;4674;5696;5958;2510;3151;4944;4050;4179;5973;5984;3937;5862;3688;4968;1259;5104;4595;2420,3073;3207;790;536;4633;4131;2468;1702;682;5679;3889;567;5560;953;2875;4801;1349;1481;4686;4176;215;5593;346;101;5736;2922;1771;2155;1518;5487;5873;372;3064;121;3324
0122,5600;1345;5504;4518;583;5255;233;1885;4595;884;3095;1111;3032;2968;953;413;2750;5343,5056;4357;3560;5000;4298;1835;3979;3853;2510;4206;1746;2259;1396;4050;3769;4507;764;447
0123,4032;2593;4448;2756;5100;4634;5142;1018,5504;1285;1062;4904;1134;3476;3032;1021
0124,5184;806;1274;2507;2124;1746;3539;5300;2293;5082;187,161;1698;1699;998;4457;3499;5938;1717;5749;408;2781
0125,2340;3559;4904;2155;3889;1692;3231,1856;2593;4801;46;372;1528;4093
0126,3590;2572;1551;4118;1569;5156;4649;5679;1071;3635;53;1595;2124;4687;594;1113;2656;1131;1134;4207;3697;3192;2691;5255;5770;661;3226;3228;669;170;2731;2733;2738;5300;2232;1727;4806;714;716;1746;3304;3819;4333;239;4337;1268;1275;1802;4363;270;4375;1306;3356;4898;1315;3874;3365;811;307;829;3902;1863;3400;330;3916;346;5484;1901;5489;2933;3452;2942;1926;5512;5000;2957;413;1437;1949;5537;419;437;953;957;4034;5064;5582;5598;5094;5097;5103;5626;5630,3592;3081;4107;3596;5645;2064;17;1021;2583;2593;1586;4659;1591;4686;81;3684;3688;4204;3699;2683;2171;2176;130;2178;2185;4748;161;4772;5801;682;5805;1724;4801;2766;2259;5847;1753;2781;3810;5858;3813;2790;5862;3306;5363;2293;3317;3834;1790;3864;295;4904;2859;300;303;1842;2866;5427;4406;5948;5446;3403;3412;4959;4470;6011;4994;4484;2438;3474;1940;1947;412;928;2468;3501;2483;1972;1983;4032;5056;451;4050;979;1498;3036;2526;3044;5100;5102;4084;5629;4094
0127,4484;3592;5384;5000;3979;3864;408;1306;1697;1062;1835;307;184;953;2750;1983;583;5704;1481;2124;5841;2003;1494;3032;2145;2148;3560;233;1645;884;4086;379,5504;4748;3597;18;3474;3858;4507;2593;4645;4904;937;5033;2860;4411;2631;5447;4809;4298;3286;343;5847;346;989;5343;97;5483;2157;4206;1530;764;6013
0128,2944;2691;5255;4107;3597;5008;4507;162;937;1835;44;2091;4659;953;3002;1347;5701;583;840;2124;5841;1746;5845;5847;3032;1241;346;1885;2145;5090;3688;623;3704,5504;2689;4484;3080;3592;4363;4748;5396;3095;3101;1697;4518;4904;1834;1586;951;3769;58;4411;3390;1224;4298;5707;4050;2259;985;5343;5483;1132;4206;4595;4086;764
0129,1536;5132;4634;2080;1062;4649;567;5690;4667;4154;3649;66;1098;4172;594;4701;4189;3167;5735;3688;1131;1134;5743;2159;1649;626;4723;5753;2171;5757;3711;2689;2691;1670;5255;5768;661;1180;2726;3238;2729;3755;1718;186;4801;2243;4293;714;4815;1746;2259;3287;3296;3810;4324;3813;5862;2790;234;3306;2287;5363;2293;1275;257;5384;3852;3344;3858;4900;5936;5427;4405;5945;3902;1856;1349;3912;4943;1371;1378;2922;3947;5484;5489;372;5499;6013;2942;2957;4495;1940;2970;5542;4518;2477;3502;437;2488;447;5056;4039;5066;3558;3560;4589;3059;4086;1018;5115;1021,3073;3074;5130;3596;5137;2070;1569;2593;4129;5671;5165;5166;1586;1591;3136;577;2113;582;2118;81;4177;4179;597;91;4187;5212;2657;3684;101;3686;4204;2163;3699;5756;138;3210;4755;3221;1692;3744;1192;682;1217;1732;3781;4297;5839;4817;5343;4320;3809;2791;233;3305;1271;2297;3322;3835;764;768;2313;2831;784;2838;3356;3872;288;2852;3365;4904;307;1847;4925;1863;4424;5962;3930;875;3437;3452;1917;4994;4484;3461;3978;5528;1437;1953;932;1446;1959;946;1972;953;446;2497;451;452;5579;4044;5582;1488;5591;3036;4063;5095;5609;5102;2543;4595;5629
0130,130;389;3207;5003;2957;5645;6031;4495;661;790;4374;3864;1437;5534;288;5284;2726;1198;1071;5427;1972;5560;568;4536;4027;2875;3135;5696;4545;451;452;1349;2505;2510;2770;4179;5460;346;3036;3835;5984;2401;2788;101;3560;1259;3820;1518;4337;3697;4595;374;4982;5499;1021;894,3456;2689;3073;1157;2694;3461;5255;2697;1940;2201;538;283;4634;1949;2849;4772;1702;5670;4904;2729;682;4143;5936;690;307;567;953;2363;3902;1856;4801;206;4175;81;4050;5973;86;5593;609;121;5218;2276;1765;5862;3688;2922;1131;3306;4461;5102;496;372;884;761;3452
0131,4994;2691;2056;2185;138;3210;2828;3596;274;4373;3226;1437;928;2593;1446;4904;5423;307;953;5434;5948;3902;4801;577;3267;5446;4681;4177;210;4947;725;2901;3158;346;5085;3684;5862;3815;3688;1258;1643;5739;5102;5103;2414;1134;4084;3704;3322;3835,2307;2693;5255;4489;1802;3978;4874;5517;5645;3474;5653;2070;3864;4888;4634;5913;2974;2465;5629;1699;1062;2726;1966;2609;3889;1718;5942;829;1863;840;2764;2814;4815;81;2259;4179;5335;5208;5596;5597;2526;97;4327;3304;4207;2163;374;1021;1790;2943
0132,1026;6020;1926;5511;2185;3210;3596;5625;1425;4888;2072;4634;27;3490;1699;5795;549;1446;5413;424;1835;3635;307;4021;4921;1211;5948;3521;4418;3651;839;1224;4298;2251;5469;2793;1258;1643;5999;112;3833;2941;5759,3842;1802;3474;2841;3356;1698;5794;2340;1062;1191;4136;3885;1586;5300;4277;3646;3394;195;2244;2373;710;5451;2764;5069;5582;81;2002;5329;3292;1117;2526;4448;97;1378;1635;3045;1896;5100;1134;2030;2293;5749;504
0133,4484;1221;2308;4904;5000;4298;139;2510,2145;3140;4201;1132;1746;567;858;764
0134,1670;2694;3596;4236;2574;3853;1940;3604;4888;3738;4634;3356;5275;2339;420;4518;5542;4904;1702;682;5291;1959;1330;3251;1971;5427;307;184;953;446;5056;2243;451;2510;4817;2003;989;5343;2401;2914;3173;101;231;233;4589;1021,4737;4994;645;5768;266;3466;2831;4752;5007;3864;2201;413;2593;2082;2849;2852;2726;5290;5165;4273;3257;4925;3902;1343;5952;4801;2117;2118;4811;3790;5582;5072;1363;4052;91;5469;2145;5862;3177;1131;2155;4595;2809;3835;5375
0135,257;5255;5768;3468;2828;1021;5499;2324;2964;661;2583;4634;2970;412;926;288;3872;5794;1315;5157;2983;4136;1198;1586;307;5427;1972;3002;2363;3772;2683;3902;5948;2240;1856;3522;5058;451;3781;5446;2369;1343;4172;5069;5454;4047;2384;979;4179;4697;346;3036;1378;4195;5862;1256;3560;2922;875;5994;1005;5484;3688;4080;3306;2420;2293;2678;2423;3704;2171;5372;4093,2689;1410;3587;6020;2694;7;649;2697;3210;3339;3596;5003;4623;5257;5770;3474;5907;6027;5141;3356;1437;1949;4895;928;2593;4131;1062;1446;1830;2726;682;4135;5545;5671;1718;1591;5560;953;4027;65;1986;4801;452;1349;5582;5200;4050;5973;2648;2137;2139;4187;3039;3296;97;3835;5221;231;4584;5736;1258;1131;1259;2155;494;5102;5997;5873;3699;372;4595;635;2943
0136,2691;4484;3845;5255;5513;4374;3226;4634;3356;3872;1569;2593;1315;2339;4904;809;5545;2477;1586;307;567;5048;3902;5313;322;2372;5582;210;1881;4697;3036;2145;5986;1378;97;3560;1131;4588;1134;4084;372;4086;3835;764;5630,3074;3204;1670;5768;3210;3596;6032;3864;413;2849;4772;1707;5291;5165;1071;5679;953;4925;446;5952;4801;451;1863;5451;4815;3832;3025;4817;2259;470;2139;4187;3039;3810;101;4218;2535;494;5103;2293;760;3706;3452;1021;2942
0137,3456;2691;3864;538;4634;2974;288;5025;5670;2983;2732;1071;1080;316;957;4801;451;3912;3534;4686;5593;3809;3937;609;97;5862;3815;5994;496;4337;372;884;4982;894,2694;3210;5003;4885;2201;1949;1437;1702;5671;4904;3497;3501;567;3902;1856;1349;3920;5072;4050;4179;2903;215;863;101;3688;105;2922;3820;4461;4589;5487;3061;374;1278
0138,3718;1170;3474;3864;543;928;161;1186;1315;1699;2593;5930;3769;5434;1983;5058;4298;5841;5589;4694;3930;5221;3688;1643;5103;2547;1268;4470;4734,5768;2185;5769;3596;3356;412;2340;549;1062;1191;4904;4780;2094;1586;183;953;5180;5948;3390;4418;2764;5582;2901;97;1378;4708;3704;1021;5758
0139,2691;661;790;536;4633;288;2337;2468;5670;4904;682;5679;953;2875;4668;5958;2510;4686;3151;5973;215;346;5984;3937;101;5736;4968;2155;1771;1518;5487;5104;5873;4595;372;3064,3073;1410;2694;3207;5003;4374;1437;926;4131;1702;5671;3889;567;5560;2363;3902;1856;577;4674;4801;5696;1349;1481;4176;4944;4050;4179;5593;5862;3688;2922;1259;2420;121;3324
0140,4357;583;5255;447;5000;1835;233;3979;1746;2259;4050;3769;884;3032;2968;953;764;5343,5056;1345;5504;5600;4518;3560;4298;1885;3853;2510;4206;4595;1396;3095;1111;4507;413;2750
0141,4032;2593;2756;4904;5100;1134;3476;4634,4448;5504;1285;1062;5142;3032;1018;1021
0142,5184;1698;998;3499;2507;5938;5300;5749;1717;408;5082,161;1699;806;4457;2124;1746;3539;2293;1274;187;2781
0143,4801;2340;46;3889;372;1528;4093,1856;2593;3559;4904;2155;1692;3231
0144,3590;4107;2572;4118;2593;5156;4649;5679;3635;4659;1591;4687;3684;3688;1134;4207;3192;2683;2176;130;2691;2178;5770;4748;3228;669;4772;5801;170;682;2731;2733;1724;4801;4806;714;2259;3810;5858;3813;5862;3306;3819;239;4337;5363;2293;1275;4363;3864;1306;3356;4898;3874;3365;811;300;307;5427;4406;5948;1863;3916;4959;5484;2933;4470;3452;1926;5512;2957;1940;1947;412;1949;413;5537;419;1972;953;957;451;5582;4050;979;3036;2526;3044;5094;5097;4084;5626;4094,3592;3081;3596;5645;1551;2064;17;2583;1569;1071;1586;53;1595;2124;4686;81;594;1113;2656;1131;4204;3697;3699;2171;5255;2185;661;3226;161;5629;5805;2738;5300;2232;1727;716;2766;1746;5847;1753;2781;2790;3304;4333;1268;3317;3834;1790;1802;270;4375;1315;295;4904;2859;303;1842;2866;829;3902;5446;3400;330;3403;3412;346;1901;5489;6011;2942;4994;4484;2438;5000;3474;1437;928;2468;3501;2483;437;1983;4032;5056;4034;5064;1498;5598;5100;5102;5103;1021;5630
0145,5504;4484;5384;3474;18;408;1306;1697;4645;1062;5033;1835;2860;307;2750;583;5447;4809;2631;1481;2124;5841;1494;343;989;2145;2148;3560;1645;4206;884;764,3592;5000;3979;4748;3597;3858;3864;4507;2593;4904;937;184;953;4411;1983;5704;4298;2003;3286;5847;3032;346;5343;97;233;5483;2157;4086;1530;379;6013
0146,5504;2689;3080;3597;5396;162;937;1834;2091;44;1835;951;3769;3002;4411;1347;5701;1224;4298;2124;4050;2259;5845;985;1885;5343;2145;5090;3688;5483;4595;4086;764,2944;2691;4484;5255;3592;4107;4363;4748;5008;3095;4507;3101;1697;4518;4904;1586;4659;953;58;3390;583;840;5707;5841;1746;5847;3032;1241;346;1132;4206;623;3704
0147,1536;3073;3074;3596;5132;5137;2070;2080;1569;4129;5165;5166;567;1591;5690;4667;4154;3136;3649;2113;577;1098;594;4179;4187;5212;4189;3167;2657;3684;3686;5735;3688;1131;4204;1134;2163;3699;2689;5255;3210;138;661;3221;1692;2726;1192;2729;682;2243;1732;3781;4297;5839;4817;1746;2259;5343;3296;3810;4324;2790;2791;234;2293;2297;764;768;257;2313;784;3356;288;3872;4900;5936;4405;1847;1856;1863;4424;5962;3930;2922;875;3437;5489;3452;4994;4484;3978;2957;2970;932;5542;946;437;5056;2497;451;452;5582;1488;5591;3558;5095;4589;2543;4086;5115;5629,5130;4634;2593;1062;5671;4649;1586;66;582;2118;4172;81;4177;597;91;4701;101;2159;5743;1649;626;4723;5753;2171;5756;5757;3711;2691;1670;5768;4755;1180;3744;3238;3755;1718;186;1217;4801;4293;714;4815;3287;4320;3809;3813;5862;233;3305;3306;2287;5363;1271;3322;3835;1275;5384;3852;2831;3344;3858;2838;2852;3365;4904;307;5427;5945;4925;3902;1349;3912;4943;1371;1378;3947;5484;372;5499;1917;2942;6013;3461;4495;1940;5528;1437;1953;1446;1959;4518;2477;3502;1972;2488;953;446;447;4039;5066;5579;4044;3036;4063;3560;5609;5102;3059;4595;1018;1021
0148,3456;130;3461;2694;5003;5645;1940;790;4374;3864;2201;283;1437;5534;288;2849;4772;2726;1702;682;1198;4143;5936;1071;1972;567;4536;568;5560;4027;3902;3135;2510;4175;4050;4179;86;3036;2401;5218;101;1765;3688;3560;3306;1518;5102;4337;372;761;4982;121;3835;3452;1021;894,2689;3073;389;1157;3207;5255;2697;2957;4495;6031;661;538;4634;1949;5284;5670;4904;2729;690;307;5427;953;2363;2875;1856;4545;4801;451;452;1349;5696;2505;206;81;2770;5460;5973;5593;346;5984;609;2276;2788;5862;2922;1131;1259;3820;4461;496;3697;4595;884;374;5499
0149,4994;2691;2693;5255;4489;2185;3978;3596;5645;3210;274;2070;1437;2974;2465;2593;1699;2726;4904;1966;5423;3889;2609;5942;3902;4801;840;4681;2764;81;210;725;2901;346;5596;5597;3684;5862;4327;3304;3688;1258;1643;2414;4207;5102;4084;374;3835;5629,2307;2056;138;1802;2828;4874;5517;3474;4373;5653;3864;4888;3226;4634;5913;928;1062;1446;1790;307;1718;953;5434;5948;829;577;3267;5446;1863;4815;4177;2259;4179;4947;3158;5335;5208;5085;2526;97;3815;5739;1134;5103;2163;3704;3322;1021;2814;2943
0150,6020;1926;5511;3210;3596;5625;1425;4888;2841;4634;3356;3490;5795;2340;5794;1699;4136;3635;4021;4277;4921;1211;3646;195;839;1224;5451;2764;5069;2251;81;2526;4448;97;1378;2793;1258;5100;5999;112;3833;2941;5759,1026;3842;2185;1802;3474;2072;27;1698;549;1062;1191;424;1446;5413;1835;3885;1586;307;5300;5948;3521;3394;3651;2244;2373;710;4418;4298;5582;5329;2002;3292;1117;5469;1635;3045;1896;1643;1134;2030;2293;5749;504
0151,1221;5000;4201;4298;139;1132;1746;858,2145;2308;3140;4484;4904;2510;567;764
0152,4737;4994;1670;2694;266;4236;3596;2831;5007;3604;3864;4888;3738;5275;4634;2849;2339;420;5542;4904;5290;5291;5165;4273;1971;3251;184;3257;953;4925;2117;4811;3790;2510;4052;91;5343;2145;2914;3173;5862;231;233;4595;2809;5375,645;5768;3466;3853;2574;4752;1940;2201;3356;413;2593;2082;2852;1702;1959;2726;4518;682;1330;307;5427;446;1343;3902;4801;5056;451;2243;5952;2118;5582;5072;4817;1363;2003;989;5469;2401;101;3177;1131;2155;4589;3835;1021
0153,2689;3587;6020;5255;5768;649;5257;3339;2828;3596;3210;3468;5907;2964;661;5141;2583;4634;2970;412;4895;928;3872;5794;1062;1446;2983;5545;1198;1586;307;5427;5560;3772;5948;1343;2240;65;5058;5454;5582;5200;979;2648;4697;346;2137;3039;3296;97;3835;1378;5221;231;1256;3560;5736;1259;5484;2155;494;5102;1005;1131;2922;3699;2420;2293;4595;2423;5499;5372;2943,257;1410;2694;7;2697;5770;5003;6027;4623;3474;2324;3356;1437;926;1949;288;2593;1315;4131;5157;1830;2726;4135;4136;682;2171;5671;1972;1718;1591;953;3002;2363;2683;4027;3902;1856;2369;1986;451;452;1349;3522;3781;4801;5446;4172;5069;4047;2384;4050;4179;5973;2139;3036;4187;4195;5862;3688;4584;1258;875;3306;5994;5997;4080;4093;5873;372;2678;3704;635;1021
0154,3074;2691;3204;4484;1670;5513;3210;3596;4374;3864;413;2849;2593;5545;5291;2477;5679;1071;4925;5952;4801;451;2372;5451;5582;4817;3025;2259;470;1881;2139;3036;4187;3039;97;1378;3810;101;2535;3560;1131;5103;3832;4218;2942,3845;5255;5768;6032;3226;4634;3356;3872;1569;1315;2339;4772;4904;809;1707;5165;1586;307;567;5048;953;446;3902;5313;322;1863;4815;210;3452;4697;2145;5986;4588;494;1134;372;2293;4084;4086;760;3706;3835;764;1021;5630
0155,3456;3210;2201;538;1949;2974;1278;288;5025;1437;1702;2983;2732;567;957;4801;451;1349;3912;3534;3920;4050;2903;863;3937;97;5862;3815;2922;5994;4461;5487;372;894,2691;2694;5003;4885;3864;4634;5670;5671;4904;3497;3501;1071;1080;316;3902;1856;4686;5072;4179;215;5593;609;3809;101;3688;105;3820;4589;496;4337;884;3061;374;4982
0156,2185;3596;3474;1170;3864;412;543;161;1186;1191;4904;1586;183;3769;953;5180;5948;3390;4298;5589;2901;97;1378;4708;5221;5103;3704;1021;5758,3718;5768;5769;3356;928;2593;1315;1699;549;1062;2340;5930;4780;2094;5434;1983;4418;5058;2764;5582;5841;4694;3930;3688;1643;2547;1268;4470;4734
0157,3073;2694;3207;5003;790;4374;4633;926;288;4131;2468;5670;4904;682;5679;2875;2363;4668;1856;577;1349;5958;1481;2510;3151;4944;4176;346;5984;5736;3688;4968;1259;2155;5104;2420,1410;2691;661;536;1437;2337;1702;5671;3889;567;5560;953;3902;5696;4801;4674;4686;4050;4179;5973;215;5593;3937;101;5862;2922;1771;1518;5487;5873;4595;372;3064;121;3324
0158,5056;5255;5000;233;583;3560;1885;3853;2510;4595;2259;1396;884;1111;2968;953;4507;413,5504;1345;5343;5600;4357;4518;4298;1835;3979;4206;1746;4050;3095;3032;3769;764;2750;447
0159,4448;2593;5504;2756;5100;3476;1018;1021,4032;1285;1062;4904;1134;5142;3032;4634
0160,161;1698;998;1274;2507;3499;5938;3539;2293;408;5082,5184;1699;806;4457;2124;1746;5300;1717;5749;187;2781
0161,1856;4801;2340;3559;4904;1692;3231,2593;2155;46;3889;372;1528;4093
0162,3590;3592;4107;2572;5645;1551;1021;5156;1586;3635;53;2124;594;1113;1131;3697;3699;3192;2683;2171;130;2178;5255;5770;4748;3226;3228;161;5801;682;2733;2232;1724;1727;4801;4806;714;2766;1746;1753;2781;3810;3813;2790;3306;3819;4333;4337;3317;3834;1275;1790;270;3864;3365;295;300;1842;1863;330;3916;3412;346;5484;4470;3452;2942;4484;2438;5512;2957;3474;1940;1949;928;5537;419;3501;2483;437;5056;4032;451;5064;5582;979;1498;3036;5598;3044;5094;5097;5629,3081;3596;2064;17;4118;2583;1569;2593;4649;1071;5679;4659;1591;1595;4686;4687;81;2656;3684;3688;4204;1134;4207;2176;2691;2185;661;669;4772;5630;170;2731;5805;2738;5300;716;2259;5847;5858;5862;3304;239;5363;1268;2293;1802;4363;4375;1306;3356;3874;1315;4898;4904;811;2859;303;2866;307;5427;4406;5948;829;3902;5446;3400;3403;4959;1901;5489;2933;6011;4994;1926;5000;1947;412;413;1437;2468;1972;953;957;1983;4034;4050;2526;5100;5102;5103;4084;5626;4094
0163,4484;3592;3597;3474;3858;18;1306;1062;1835;2860;307;4411;5447;5704;583;1481;2124;2003;3286;5847;3032;346;2148;3560;233;2157;4206;884;4086;1530;764;6013,5504;5000;5384;3979;4748;408;3864;4507;1697;2593;4645;4904;937;5033;184;953;2750;1983;2631;4809;4298;5841;1494;343;989;5343;97;2145;5483;1645;379
0164,5504;5255;4107;5008;5396;4507;3101;4904;937;2091;44;953;3002;4411;3769;3390;583;4298;5707;1746;2259;4050;5847;346;1885;5343;5090;3688;1132;4206;623;4086;3704,2944;2689;2691;4484;3080;3592;4363;4748;3597;3095;1697;162;4518;1834;1835;1586;4659;951;58;1347;5701;840;1224;2124;5841;5845;3032;1241;985;2145;5483;4595;764
0165,3073;3074;5130;5132;3596;2070;1569;2593;4129;5671;5165;1586;1591;567;5690;4667;4154;577;582;2118;597;91;101;3686;3688;1131;4204;1134;2159;1649;626;2163;4723;5753;5757;2689;2691;1670;5255;138;3210;661;1180;1192;682;1718;186;1217;2243;4293;4297;714;5839;4815;1746;2259;3296;4320;3810;5862;3305;234;233;3306;2287;1271;1275;3835;257;2313;3852;784;3872;288;4900;4904;5936;4405;1847;5945;4925;1856;1863;3912;4424;5962;4943;3947;875;3437;5499;2942;3461;2957;1953;4518;3502;946;1972;5056;2497;451;5579;4044;4063;5095;3560;5609;2543;4086;5629,1536;5137;4634;2080;1062;4649;5166;3136;2113;66;3649;1098;4172;81;594;4177;4179;4187;5212;4189;4701;3167;2657;3684;5735;5743;3699;2171;5756;3711;5768;4755;3221;1692;3744;2726;3238;2729;3755;4801;1732;3781;4817;3287;5343;3809;4324;3813;2790;2791;5363;2293;2297;3322;764;768;5384;2831;3344;3858;2838;3356;2852;3365;307;5427;3902;1349;3930;1371;1378;2922;5484;5489;372;3452;1917;6013;4994;4484;3978;4495;1940;5528;2970;1437;932;1446;1959;5542;2477;437;2488;953;446;447;452;4039;5066;5582;1488;5591;3036;3558;4589;5102;3059;4595;1018;5115;1021
0166,3456;3073;389;2694;3207;5645;2957;4495;790;4374;3864;538;4634;5284;2726;1702;4904;4143;5936;690;1972;568;5560;2875;4027;2363;3902;1856;4545;1349;206;4175;2510;81;4050;4179;5973;5593;346;2401;2788;5862;3560;3688;3306;2922;1131;4337;3697;4595;761;374;121;5499;3452;1021,2689;130;1157;3461;5255;2697;5003;6031;1940;661;2201;283;1437;1949;5534;288;2849;4772;5670;2729;682;1198;1071;307;5427;567;4536;953;3135;5696;4801;451;452;2505;2770;5460;86;3036;5984;609;5218;2276;101;1765;1259;3820;4461;1518;5102;496;372;884;4982;3835;894
0167,4994;2307;2691;5255;2056;4489;3210;1802;3978;4874;2828;5517;3474;4373;2070;4888;4634;3226;1437;928;2593;1446;4904;1790;5423;3889;5942;953;829;577;1863;4681;210;4179;2901;3158;346;5085;2526;3688;3304;2414;5103;1134;2163;374;3704;3835;5629;2814,2693;2185;138;3596;5645;274;5653;3864;5913;2974;2465;1699;1062;2726;1966;2609;307;1718;5434;5948;3902;4801;3267;5446;840;2764;4815;81;4177;2259;4947;725;5335;5208;5596;5597;97;3684;5862;3815;4327;1258;1643;5739;5102;4207;4084;3322;1021;2943
0168,1026;3842;6020;5511;2185;3210;3596;3474;2841;4634;3356;5795;2340;549;1062;1191;4136;1586;5300;4277;1211;5948;3646;3521;195;2244;710;839;2251;2764;5069;5329;1117;2526;4448;1378;1896;1134;5999;2293;504;3833;2941,1926;1802;1425;2072;4888;27;1698;1699;3490;5413;1446;5794;424;1835;3885;307;3635;4021;4921;3394;3651;4418;2373;1224;4298;5451;5582;81;2002;3292;5469;97;1635;3045;2793;1258;1643;5100;2030;112;5749;5625;5759
0169,2145;2308;1221;4484;4201;567;858;764,3140;4904;5000;4298;139;1132;2510;1746
0170,4737;645;1670;266;3466;4236;1940;3864;2201;3738;2849;2082;2593;2852;2339;5542;2726;4518;682;5291;5290;5165;307;1971;953;4925;446;2243;2118;4811;1363;2003;91;989;5469;5343;2401;5862;231;3177;233;2155;2809;3835;1021;5375,4994;2694;5768;3596;3853;2574;2831;4752;5007;3604;4888;4634;5275;3356;413;420;1702;1959;4904;4273;1330;3251;5427;184;3257;3902;1343;5056;4801;5952;451;2117;2510;3790;5072;4817;5582;4052;2145;2914;101;3173;1131;4589;4595
0171,2689;257;7;5255;2697;5770;5003;6027;3339;3210;4623;635;5907;2324;2964;5141;412;4895;288;2593;5794;5157;1830;1062;1446;4135;307;5427;5560;3002;2363;3772;5948;3902;1343;2240;4801;1986;4027;65;3781;3522;5582;4047;5200;5454;4050;4179;979;5973;2648;4697;2139;4187;97;1378;5221;231;3688;1256;3306;2155;1131;1259;5994;494;4584;4093;875;2420;3835;5372;1021,1410;3587;6020;2694;5768;649;5257;2828;3468;3596;3474;5499;661;2583;2970;4634;3356;1437;926;1949;928;3872;1315;4131;2726;2983;4136;5545;682;5671;1198;1586;1972;1718;1591;953;2683;1856;2369;5058;451;452;1349;5446;4172;5069;2384;2137;346;3036;3039;3296;4195;5862;3560;5736;1258;2922;5484;1005;5102;5997;4080;5873;3699;372;2293;2678;2423;3704;4595;2171;2943
0172,2691;3845;1670;5255;5768;3210;6032;4374;3864;4634;3356;413;1569;2593;5291;2477;1071;1586;307;953;4925;446;5952;451;1863;4815;4817;470;4187;3036;97;5986;2145;2535;3560;1131;4588;494;372;2293;760;3706;3452;1021;2942,3074;3204;4484;5513;3596;3226;3872;2849;1315;2339;4772;4904;809;5545;1707;5165;5679;567;5048;3902;4801;322;5313;2372;5451;5582;3025;210;2259;1881;4697;2139;3039;1378;3810;101;1134;5103;4084;4086;3832;4218;3835;764;5630
